fiche_id,source_file,page_key,document_type,match_tier,match_score,client_score,address_score,client_raw,address_raw,client_gold,address_gold,full_name_gold,maintenance_number,date_raw,time_raw,service_date,service_time,technician_name,sav_numbers,service_types_active,controle_diffuseur_recharge,recharge_bouteille_effectuee,probleme_rencontree_raw,probleme_rencontree_code,solution_proposee,satisfied_service,parfum_bien_diffuse,signature_present
Aromair_04_3:page_49:015642,aromair_04_3__page_49__015642.json,page_49,client_maintenance_form,review,0.718,0.9,0.444,716 CUN,Aouina,716,CUN,716 CUN,015642,09/04/25,16H,2025-04-09,16:00:00,,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""AROMAIR CAFÉ"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": null, ""reference_diffuseur_raw"": ""AFF"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""FF"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": null, ""qte_parfum_existante"": null, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""7-17"", ""motif_arret"": ""N""}, {""model_diffuseur_raw"": ""AROMAIR JC"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": null, ""reference_diffuseur_raw"": ""AFF"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""FF"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""182"", ""qte_parfum_existante"": 182, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""N"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""7h-22h"", ""motif_arret"": ""N""}]","[{""ml"": 150, ""parfum"": ""CASH"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": ""2/12H"", ""emplacement"": ""Comptoir""}]",LIV 150ml Café Comptoir,LIV,,True,True,True
Aromair_04_3:page_50:015401,aromair_04_3__page_50__015401.json,page_50,client_maintenance_form,review,0.6,0.308,1.0,ABS,Ariana,ARS Ariana,Ariana,ARS Ariana Ariana,015401,10/04/25,14H00,2025-04-10,14:00:00,Bilel,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""ADMLOO Aqua"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": null, ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""0"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""P"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": ""Astree + 20H"", ""model_diffuseur"": ""Astree"", ""emplacement"": null, ""reference_diffuseur_raw"": ""Wifi"", ""reference_diffuseur"": ""WIFI"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""290"", ""qte_parfum_existante"": 290, ""qualite_diffusion"": ""P"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": ""Aromair parfum"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": null, ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""0"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""P"", ""fuite"": ""Y"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": ""Astree 6H"", ""model_diffuseur"": ""Astree"", ""emplacement"": null, ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""0"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""P"", ""fuite"": ""Y"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": null, ""plage_horaire_fonctionnement"": null, ""emplacement"": null}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": null, ""plage_horaire_fonctionnement"": null, ""emplacement"": ""RDC""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": ""8-13H/17H"", ""emplacement"": null}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": null, ""plage_horaire_fonctionnement"": null, ""emplacement"": null}]",Livraison diffuseur au 1er étage et recharge de 4 diffuseurs au RDC et figurines,LIV,,True,True,False
Aromair_04_3:page_52:015650,aromair_04_3__page_52__015650.json,page_52,client_maintenance_form,exact,1.0,1.0,1.0,Padel,Soukra,Padel,Soukra,Padel  Soukra,015650,10/04/25,10h 45,2025-04-10,10:45:00,Bilel,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""Aromair VIP"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": null, ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""LINA (L)"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""114"", ""qte_parfum_existante"": 114, ""qualite_diffusion"": ""B"", ""fuite"": ""Y"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": ""5/1"", ""plage_horaire_diffusion"": ""8->18"", ""motif_arret"": null}, {""model_diffuseur_raw"": ""Aromair WC CH"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": null, ""reference_diffuseur_raw"": ""AFF"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": null, ""qte_parfum_existante"": null, ""qualite_diffusion"": ""B"", ""fuite"": ""Y"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": ""5/1"", ""plage_horaire_diffusion"": ""8->18"", ""motif_arret"": null}, {""model_diffuseur_raw"": ""Zee salle"", ""model_diffuseur"": ""Zee300"", ""emplacement"": ""salle"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""FF"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""84"", ""qte_parfum_existante"": 84, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": ""5/19"", ""plage_horaire_diffusion"": ""09-21"", ""motif_arret"": null}]","[{""ml"": 187, ""parfum"": ""LINA (L)"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/16"", ""plage_horaire_fonctionnement"": ""8-19"", ""emplacement"": ""WCF""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/6"", ""plage_horaire_fonctionnement"": ""8-18"", ""emplacement"": ""WCH""}]",fuite bouteille WC femme,,changement de Btte WC femme / Installation diffuseur WC H,True,True,False
Aromair_04_3:page_53:015644,aromair_04_3__page_53__015644.json,page_53,client_maintenance_form,review,0.775,0.625,1.0,Adorn G,Soukra,Arena Gym,Soukra,Arena Gym Soukra,015644,09/04/25,10H,2025-04-09,10:00:00,,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""Aromair BVD"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": null, ""reference_diffuseur_raw"": ""BTT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""MY (M)"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""98"", ""qte_parfum_existante"": 98, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": null, ""motif_arret"": null}]",[],Visite + Probleme multiple,,,True,True,True
Aromair_04_3:page_54:015645,aromair_04_3__page_54__015645.json,page_54,client_maintenance_form,review,0.54,0.9,0.0,Villa Milk,,Villa Misk,Sidi Bou Said,Villa Misk Sidi Bou Said,015645,09/04/25,12h 55,2025-04-09,12:55:00,,"[""99 289 544"", ""99 289 543""]","[""visite""]","[{""model_diffuseur_raw"": ""Astree Entree G"", ""model_diffuseur"": ""Astree"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""220"", ""qte_parfum_existante"": 220, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5-6"", ""plage_horaire_diffusion"": ""8-15H"", ""motif_arret"": ""zak""}]",[],"on a appelé l'Aromair pour céder le bruit
on a change le filtre
on a comprte le tuyau",,,True,True,True
Aromair_04_3:page_55:015646,aromair_04_3__page_55__015646.json,page_55,client_maintenance_form,good,0.965,0.941,1.0,EDWARD IS,Soukra,Edward's,Soukra,Edward's  Soukra,015646,09/04/25,14:30,2025-04-09,14:30:00,,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""Livraison diffuseur 9 étage entrée avec sa bouteille"", ""model_diffuseur"": null, ""emplacement"": null, ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": null, ""reference_bouteille"": null, ""qte_parfum_existante_raw"": null, ""qte_parfum_existante"": null, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}]",[],,,,True,True,False
Aromair_04_3:page_56:015648,aromair_04_3__page_56__015648.json,page_56,client_maintenance_form,review,0.6,1.0,0.0,Game Production,,Game Production,GP9,Game Production GP9,015648,09/04/25,14h30,2025-04-09,14:30:00,,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""Zee Entree"", ""model_diffuseur"": ""Zee300"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""534"", ""qte_parfum_existante"": 534, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": ""15-300"", ""plage_horaire_diffusion"": ""07-17"", ""motif_arret"": null}]",[],Visite diffuseur Adorn rest Zee,,,True,True,True
Aromair_04_3:page_58:015636,aromair_04_3__page_58__015636.json,page_58,client_maintenance_form,review,0.55,0.25,1.0,STTT,Ghazela,STMI Ghazela,Ghazela,STMI Ghazela Ghazela,015636,09/04/25,12H,2025-04-09,12:00:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""reparation""]","[{""model_diffuseur_raw"": ""ANIL B34 + 1"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": null, ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""250"", ""qte_parfum_existante"": 250, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}]",[],LIV DIFF POST REPARATION B34 + 1,LIV,,True,True,True
Aromair_04_3:page_59:015409,aromair_04_3__page_59__015409.json,page_59,client_maintenance_form,exact,1.0,1.0,1.0,Geox,Carrefour Marsa,Geox,Carrefour Marsa,Geox  Carrefour Marsa,015409,10/04/25,17h 40,2025-04-10,17:40:00,Ahmed,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""Aromair Entrie"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""AFF"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""FE3"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""88"", ""qte_parfum_existante"": 88, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""9:30-19h30\n17h->21h"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": ""FE3"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": ""9:30-19h30\n17h->21h"", ""emplacement"": ""ENTREE""}]",Livraison 300 ml FDE 3,LIV,,True,True,True
Aromair_04_4:page_61:015410,aromair_04_4__page_61__015410.json,page_61,client_maintenance_form,review,0.718,0.864,0.5,Pharmacie J.Ben Ghedda,Soukna,Pharmacie Jihen Ghedas,Sousse,Pharmacie Jihen Ghedas Sousse,015410,11/04/25,10h35,2025-04-11,10:35:00,,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""Astree Entree"", ""model_diffuseur"": ""Astree"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": ""FE2"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""P"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5R"", ""plage_horaire_diffusion"": null, ""motif_arret"": null}]","[{""ml"": 200, ""parfum"": ""FE2"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/7"", ""plage_horaire_fonctionnement"": null, ""emplacement"": ""ENTREE""}]",Coude endommage' liv 300ml Fe2,LIV,changement de coude,True,True,True
Aromair_04_4:page_64:015415,aromair_04_4__page_64__015415.json,page_64,client_maintenance_form,review,0.653,0.9,0.182,Coin Beaute & SPA Menzah5,Sfax,Coin Beaute & SPA,Menzah5,Coin Beaute & SPA Menzah5,015415,11/04/25,15h00,2025-04-11,15:00:00,Bilel,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""Astree Entrée"", ""model_diffuseur"": ""Astree"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": ""ML"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""P"", ""fuite"": ""YS"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": null, ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": ""ML"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5-10"", ""plage_horaire_fonctionnement"": null, ""emplacement"": null}]",Fuite bouteille. L'entretien de diffuseur est propre,,,True,True,True
Aromair_04_4:page_65:015419,aromair_04_4__page_65__015419.json,page_65,client_maintenance_form,good,0.867,1.0,0.667,Game Production,GPJ,Game Production,GP9,Game Production  GP9,015419,12/04/25,09h45,2025-04-12,09:45:00,Bilel,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""Alimio Ext 10"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": null, ""reference_diffuseur_raw"": ""S"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""FO"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""NO"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": ""100-150"", ""plage_horaire_diffusion"": ""15-17H30"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": ""FO"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""200-250"", ""plage_horaire_fonctionnement"": ""15-19h"", ""emplacement"": ""ENTREE""}]",Livraison 300ml FO,LIV,,True,True,True
Aromair_04_4:page_66:015416,aromair_04_4__page_66__015416.json,page_66,client_maintenance_form,review,0.8,0.667,1.0,Abi Meydith,Sfax,Alia Megdiche,Sfax,Alia Megdiche Sfax,015416,11/04/25,16h30,2025-04-11,16:30:00,Bilel,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""Aromair Entrée"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""RG"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""126"", ""qte_parfum_existante"": 126, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": ""5-10"", ""plage_horaire_diffusion"": ""7-13H\n15H-19"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": ""RG"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": ""09-13H (15H-19)"", ""emplacement"": ""ENTREE""}]",Décalage horaire. Tete bouchée.,,,True,True,False
Aromair_04_4:page_67:015417,aromair_04_4__page_67__015417.json,page_67,client_maintenance_form,good,0.925,0.875,1.0,Comomile,Gremda,Camomile,Gremda,Camomile  Gremda,015417,11/04/25,17h00,2025-04-11,17:00:00,Bilel,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""Iceberg Entrée G"", ""model_diffuseur"": ""Iceberg"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": ""FDC"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""117"", ""qte_parfum_existante"": 117, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": ""boutique fermée""}]","[{""ml"": 300, ""parfum"": ""FDC"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": null, ""plage_horaire_fonctionnement"": null, ""emplacement"": ""ENTREE""}]",bouton on. Livraison 300ml FC. Fuite bouteille,LIV,,True,True,True
Aromair_04_4:page_68:015428,aromair_04_4__page_68__015428.json,page_68,client_maintenance_form,review,0.801,0.706,0.944,Tony Ham,Jardin d'El Manzah,Tony Nasr,Jardin d'El Menzah,Tony Nasr Jardin d'El Menzah,015428,12/04/25,14h30,2025-04-12,14:30:00,Bilel,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""Aromair Patio"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""Patio"", ""reference_diffuseur_raw"": ""AFF"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""FE3"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""47"", ""qte_parfum_existante"": 47, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""10/18"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": ""FE3"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/100"", ""plage_horaire_fonctionnement"": ""10/18"", ""emplacement"": ""ENTREE""}]",Livraison 300 ml Fe2,LIV,,True,True,True
Aromair_04_4:page_69:015429,aromair_04_4__page_69__015429.json,page_69,client_maintenance_form,review,0.637,0.296,1.0,Audi La Goulette,La Goulette,Maison Audi,La Goulette,Maison Audi La Goulette,015429,12/04/25,19h00,2025-04-12,19:00:00,Bilel,"[""99 289 544"", ""99 289 543""]","[""visite""]","[{""model_diffuseur_raw"": ""Zee entrée G"", ""model_diffuseur"": ""Zee300"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""V"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""250"", ""qte_parfum_existante"": 250, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": ""10-300"", ""plage_horaire_diffusion"": ""08-14h"", ""motif_arret"": null}, {""model_diffuseur_raw"": ""Zee Entrée H"", ""model_diffuseur"": ""Zee300"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""V"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""257"", ""qte_parfum_existante"": 257, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": ""10-300"", ""plage_horaire_diffusion"": ""08-14h"", ""motif_arret"": null}]",[],Modification frequence 5-500 S. Les diffuseurs sont débranchés.,,,True,True,False
Aromair_04_4:page_70:015408,aromair_04_4__page_70__015408.json,page_70,client_maintenance_form,review,0.54,0.9,0.0,716 CUN,,716,CUN,716 CUN,015408,10/04/25,17h30,2025-04-10,17:30:00,Bilel,"[""99 289 544"", ""99 289 543""]","[""visite""]","[{""model_diffuseur_raw"": ""Iceberg Bureau"", ""model_diffuseur"": ""Iceberg"", ""emplacement"": ""Bureau"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""TH"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""53"", ""qte_parfum_existante"": 53, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""9->13\n14h->17"", ""motif_arret"": null}]",[],Visite,,,True,True,True
Aromair_04_4:page_71:015413,aromair_04_4__page_71__015413.json,page_71,client_maintenance_form,good,0.96,1.0,0.9,Edward's,Sfax,Edward's,Sfax Kayed Mohamed,Edward's  Sfax Kayed Mohamed,015413,11/04/25,13h20,2025-04-11,13:20:00,Ahmed,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""Iceberg RDC"", ""model_diffuseur"": ""Iceberg"", ""emplacement"": ""RDC"", ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": ""MY (M)"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""62"", ""qte_parfum_existante"": 62, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/8"", ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": ""Iceberg au fond"", ""model_diffuseur"": ""Iceberg"", ""emplacement"": ""au fond"", ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""189"", ""qte_parfum_existante"": 189, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/8"", ""plage_horaire_diffusion"": null, ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": ""MY (M)"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/8"", ""plage_horaire_fonctionnement"": null, ""emplacement"": ""RDC""}]","2ml (spray) Livraison 300ml RDC
300 ml en stack",LIV,elle a demandé un diffuseur,True,True,True
Aromair_04_4:page_72:015412,aromair_04_4__page_72__015412.json,page_72,client_maintenance_form,review,0.843,0.9,0.757,Edward's (1),Sfax Raggad Mohamad,Edward's,Sfax Kayed Mohamed,Edward's Sfax Kayed Mohamed,015412,11/04/25,13h05,2025-04-11,13:05:00,Ahmed,"[""99 289 544"", ""99 289 543""]","[""livraison""]","[{""model_diffuseur_raw"": ""Iceberg RDC"", ""model_diffuseur"": ""Iceberg"", ""emplacement"": ""RDC"", ""reference_diffuseur_raw"": ""CPM"", ""reference_diffuseur"": ""CPM"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""F"", ""fuite"": ""N"", ""en_marche_arret"": ""A"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": null, ""motif_arret"": ""Diffusion off""}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": null, ""emplacement"": ""RDC""}]",LIV 300ml MYRTH,LIV,,True,True,False
